label,clean_text,URL,EMAIL,PHONE,msg_len
0,nope,0,0,0,19
1,open lucky draw contest winner tata saafari contact information,1,0,1,152
0,gentle baby soon taking,0,0,0,53
0,hmmm many players selected,0,0,0,32
0,shuhui say change suntec steamboat noe,0,0,0,65
0,hi frnd best way avoid missunderstding wit beloved one,0,0,0,74
0,normally hot mail com see,0,0,0,35
0,dear call,0,0,0,23
0,okie good news,0,0,0,17
0,know taj mahal symbol love lesser known facts mumtaz shahjahan th wife wifes shahjahan killed mumtaz husband marry mumtaz died lt gt th delivery married mumtaz sister question arises hell love great hari,0,0,0,322
0,lol ok ill try send warned sprint dead slow prolly get tomorrow,0,0,0,84
0,love give massages use lots baby oil fave position,0,0,0,78
0,cal sir meeting,0,0,0,30
0,cool text way,0,0,0,39
0,solve case man found murdered april afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetables house maid went post office children went play neighbour went marriage police arrested murderer,0,0,0,379
0,boo way moms making tortilla soup yummmm,0,0,0,64
0,hi darlin youphone im athome youwanna chat,0,0,0,54
0,also came room,0,0,0,22
0,thing good thanx got exams march ive done revision fran still boyf ive gotta interviw exeter bit worried,0,0,0,126
0,real tho sucks even cook whole electricity hungry,0,0,0,87
0,ok feel like john lennon,0,0,0,32
0,erm woodland avenue somewhere get parish magazine telephone number,0,0,0,104
0,comingdown later,0,0,0,25
0,ya tel wats ur problem,0,0,0,25
0,hey really pretty late want go lesson first join reaching tp mrt,0,0,0,114
0,lol well quality aint bad aint complaining,0,0,0,55
0,oops lt gt,0,0,0,32
0,petey boy whereare friendsare thekingshead come canlove nic,0,0,0,94
0,dad went oredi,0,0,0,21
0,nationwide auto centre something like newport road liked,0,0,0,83
0,networking technical support associate,0,0,0,39
0,like dis sweater fr mango size already irritating,0,0,0,70
1,free st week nokia tone ur mob every week txt nokia get txting tell ur mates pobox wq norm tone,0,0,0,165
0,please charge mobile get morning,0,0,0,52
0,woke yeesh late fall asleep til lt gt,0,0,0,74
0,good morning pookie pie lol hope wake,0,0,0,52
0,lolnice went fish water,0,0,0,40
0,oops sorry check mind picking tomo half eight station would ok,0,0,0,110
0,haha mayb rite know well da feeling liked someone gd lor faster go find one gals group attached liao,0,0,0,149
0,hope enjoying great day,0,0,0,34
1,complimentary star ibiza holiday cash needs urgent collection landline lose box sk wp ppm,0,0,1,149
0,made payments dont much sorry would want fedex way,0,0,0,98
0,sarcasm nt scarcasim,0,0,0,27
0,si si think ill go make oreo truffles,0,0,0,47
0,gud ni dear slp well take care swt dreams muah,0,0,0,53
0,alright see bit,0,0,0,25
0,cant see join denis mina denis want alone time,0,0,0,74
0,cant try new invention fly joking,0,0,0,51
1,urgent please call landline abta complimentary tenerife holiday cash await collection sae cs box cw wx ppm,0,0,1,152
0,told going got drunk,0,0,0,57
0,dont understand message,0,0,0,31
0,yup noe leh,0,0,0,23
0,excellent spent lt gt years air force iraq afghanistan stable honest like traveling,0,0,0,123
0,already squatting new way walking,0,0,0,46
0,sorry call later buzy,0,0,0,27
0,anyway think secure anything lemme know want drive south chill,0,0,0,107
1,link picture sent also use,1,0,0,97
1,randomly selected bestbuy gift get gift card,0,1,0,130
0,love hear see sundayish,0,0,0,53
0,hey girl hope well del bak long time give call sum time lucyxx,0,0,0,107
0,yeah leave couple minutes amp let know get mu,0,0,0,72
1,valued customer pleased advise following recent review mobile awarded rs bonus prize call,0,0,1,160
0,move morphine,0,0,0,43
0,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc,0,0,0,287
0,want please inside outside bedroom,0,0,0,74
1,dear xxxxxxx invited xchat final attempt contact txt chat,0,0,0,102
0,making easy pay back lt gt yrs say pay back earlier get,0,0,0,107
1,freemsg feelin kinda lnly hope like keep company jst got cam moby wanna pic txt reply date msg rcv hlp stop,0,0,1,161
1,new voicemail please call,0,0,1,50
0,latest still scrounge ammo want give new ak try,0,0,0,99
0,hello beautiful ok kinda ad row wiv walked pub wanted night wiv miss,0,0,0,105
0,ha ha ha good joke girls situation seekers,0,0,0,48
0,let go bill millers,0,0,0,30
0,join lt gt bus,0,0,0,30
1,cancel order visit http aetacms com cas auo html redirect aopis review details need additional help contact apple support,0,0,0,162
0,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting,0,0,0,127
1,double mins txts orange price linerental motorola sonyericsson tooth free nokia free call mobileupd optout hv,0,0,1,160
0,registered sinco payee log icicibank com enter urn lt gt confirm beware frauds share disclose urn anyone,0,1,0,155
0,thanx puttin da fone,0,0,0,35
0,shit babe thasa bit messed yeh shudvetold urgran know neway illspeak moro wen im asleep,0,0,0,116
1,urgent mobile number awarded prize guaranteed call land line claim valid hrs,0,0,1,136
0,sac needs carry,0,0,0,23
0,uploaded mine facebook,0,0,0,27
0,got like lt gt get later though get whatever feel like,0,0,0,85
0,babe answering see maybe better reboot ym got photo great,0,0,0,109
0,vivek got call number,0,0,0,39
0,havent add yet right,0,0,0,26
0,look back building coat want get sick hurry home wear coat gym,0,0,0,141
1,bears pic nick tom pete dick fact types try gay chat photo upload call min stop texts call,0,0,1,152
1,okmail dear dave final notice collect tenerife holiday cash award call landline tcs sae box cw wx ppm,0,0,1,161
0,hellogorgeous hows fone charge lst nitw wen texd hopeu ad nice wkend im sure lookin ward mrw luv jaz,0,0,0,142
0,still game,0,0,0,22
0,certainly puts things perspective something like happens,0,0,0,74
0,effect irritation ignore,0,0,0,49
1,plots available greater noida near pari chowk regn ok per gauge booking starts onwards full instalments also call,0,0,1,159
0,accidentally deleted message resend please,0,0,0,50
0,beautiful truth expression face could seen everyone depression heart could understood loved ones gud ni,0,0,0,153
0,hey missed tm last night phone charge smiles meeting friend shortly,0,0,0,111
0,call,0,0,0,17
0,like talk pa able dont know,0,0,0,52
0,oi gonna ring,0,0,0,22
0,kent vale lor wait ar,0,0,0,38
0,thanx brownie nice,0,0,0,32
1,urgent trying contact todays draw shows prize guaranteed call land line claim valid hrs,0,0,1,157
0,ok ya,0,0,0,13
0,ever green person irritates always one loves vry much,0,0,0,78
0,per request maangalyam thirupathe set callertune callers press copy friends callertune,0,0,0,135
0,chickened messaged would late woould buzz hear word,0,0,0,108
0,meanwhile shit suite xavier decided give us lt gt seconds warning samantha coming playing jay guitar impress shit also think doug realizes live anymore,0,0,0,231
0,month kotees birthday know,0,0,0,36
0,wondar full flim,0,0,0,25
1,premium phone services call,0,0,1,59
0,nothing ok anyway give treat,0,0,0,36
0,lots used ones babe model help youi bring match,0,0,0,107
0,pls tell nelson bb longer comin money expecting aint coming,0,0,0,88
0,oh yah never cancel leh haha,0,0,0,37
0,reckon need town eightish walk carpark,0,0,0,61
0,kind missed train cos asthma attack nxt one half hr driving sure park,0,0,0,106
0,hmm bad news hype park plaza studio taken left bedrm,0,0,0,78
0,hello yeah got bath need hair come done yeah,0,0,0,101
0,busy come point figure tomorrow,0,0,0,80
0,mum going robinson already,0,0,0,31
0,feathery bowa something guys know,0,0,0,76
0,see finish loads loans pay,0,0,0,51
0,lol different go trying find every real life photo ever took,0,0,0,84
1,december mobile mths entitled update latest colour camera mobile free call,0,0,1,132
0,come ur home,0,0,0,26
0,money money aint thing sha,0,0,0,78
0,sorry da thangam sorry held prasad,0,0,0,59
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch,0,0,0,134
0,class get text,0,0,0,34
0,trying figure suppose see couple different people week said get together set dates,0,0,0,135
0,sorry de went shop,0,0,0,24
1,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates pobox wq norm tone,0,0,0,162
0,night night see tomorrow,0,0,0,29
0,hey late ah meet,0,0,0,41
0,buying today need meh,0,0,0,44
1,dear voucher holder claim weeks offer pc please go ts cs apply stop texts txt stop,1,0,0,153
0,pls dont play others life,0,0,0,33
0,know mallika sherawat yesterday find lt url gt,0,0,0,76
0,great hope like man well endowed lt gt inches,0,0,0,72
0,haha good hear officially paid market th,0,0,0,67
0,huh also cannot many mistakes,0,0,0,48
0,opening mca,0,0,0,42
0,number sir,0,0,0,30
0,gifts trying get throw cliff something,0,0,0,73
0,really still tonight babe,0,0,0,42
0,really quite funny lor wat shd haf run shorter distance wat,0,0,0,76
0,sorry call later hav eto go,0,0,0,36
1,urgent call landline complimentary tenerife holiday cash await collection sae cs box hp yf ppm,0,0,1,148
0,waiting car mum lor leh reach home already,0,0,0,57
0,badrith chennai surely pick us competition,0,0,0,79
0,drinkin ok,0,0,0,28
0,busy trying finish new year looking forward finally meeting,0,0,0,88
0,convey regards best,0,0,0,39
0,haha awesome minute,0,0,0,34
0,plural noun research,0,0,0,40
0,ok wont call disturb one know avoiding burden,0,0,0,84
0,know god created gap fingers one made comes fills gaps holding hand care,0,0,0,149
0,exactly anyways far jide study visiting,0,0,0,63
0,guys,0,0,0,23
1,urgent trying contact todays draw shows prize guaranteed call land line claim valid hrs,0,0,1,156
1,want new video phone anytime network mins half price line rental free text months reply call free delivery,0,0,1,145
0,waiting tv show start lor leh still busy ur report,0,0,0,69
1,winner specially selected receive cash holiday flights inc speak live operator claim,0,0,1,145
0,yo carlos friends already asking working weekend,0,0,0,90
0,new car house parents new job hand,0,0,0,64
0,abj serving staying dad alone,0,0,0,64
0,shuhui bought ron present swatch watch,0,0,0,54
1,urgent trying contact todays draw shows prize guaranteed call land line claim valid hrs,0,0,1,156
0,aight sorry take ten years shower plan,0,0,0,56
0,get gandhipuram walk cross cut road right side lt gt street road turn first right,0,0,0,109
0,meant calculation lt gt units lt gt school really expensive started practicing accent important decided years dental school nmde exam,0,0,0,273
0,going thru different feeling wavering decisions coping individual time heal everything believe,0,0,0,142
1,urgent dear fl pkart customer trying contact last weekends draw shows rs prize guaranteed call claim code flip valid hrs,0,0,1,186
0,shit really shocking scary cant imagine second def night think somewhere could crash night save taxi,0,0,0,157
0,haha awesome omw back,0,0,0,31
0,please protect threats yes bank never asks sensitive information like passwords atm sms pin thru email never share password anybody,0,0,0,164
0,going sch mon sis need take smth,0,0,0,55
1,subscribed textcomp wkly comp st wk free question follows subsequent wks charged msg unsubscribe txt stop custcare,0,0,1,156
0,sure yet still trying get hold,0,0,0,47
0,hey dont go watch men lunch haha,0,0,0,61
1,noida commercial wave sec silver psf gold psf logix sec psf best deal call,0,0,1,132
1,bought one ringtone getting texts costing pound offering tones etc,0,0,0,81
0,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep,0,0,0,116
0,time fixes spelling sometimes gets completely diff word go figure,0,0,0,117
0,long quit get like minutes day,0,0,0,63
0,ok arm feeling weak cuz got shot go another time,0,0,0,72
1,lyricalladie inviting friend reply yes see stop send stop frnd,0,0,0,138
0,time wrkin,0,0,0,18
0,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl,0,0,0,159
0,yet chikku going room nw bus,0,0,0,46
0,finish meeting call,0,0,0,27
0,cool come havent wined dined,0,0,0,57
0,last thing ever wanted hurt think would laugh embarassed delete tag keep going far knew even fact even felt like would hurt shows really know messy wednesday bad problem time clean choose skype take pictures sleep want go mind things make bed throw laundry top friend house embarassed underwear bras strewn bed pillows floor something else used good least making bed,0,0,0,790
0,oh dang mean send lol,0,0,0,47
0,oh oh den muz change plan liao go back yan jiu,0,0,0,69
0,training tomorrow,0,0,0,31
0,going try months ha ha joking,0,0,0,48
1,secret admirer looking make contact find reveal thinks ur special call,0,0,1,133
0,talk atleast day otherwise miss best friend world shakespeare shesil lt gt,0,0,0,139
0,poyyarikatur kolathupalayam unjalur post erode dis lt gt,0,0,0,63
0,actual exam harder nbme,0,0,0,36
0,great hope using connections mode men also cos never know old friends lead today,0,0,0,122
0,great loxahatchee xmas tree burning update totally see stars,0,0,0,74
0,late,0,0,0,31
0,arr birthday today wish get oscar,0,0,0,50
0,going bed prin,0,0,0,26
0,small problem auction punj asking tiwary,0,0,0,48
0,good good job like entrepreneurs,0,0,0,36
0,haha yeah see sec,0,0,0,43
0,take mokka players,0,0,0,36
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish merry xmas,0,0,0,129
0,pls pls send mail know relatives coming deliver know costs risks benefits anything else thanks,0,0,0,155
0,boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love kano,0,0,0,156
0,unless situation go gurl would appropriate,0,0,0,67
0,yo trip got postponed still stocked,0,0,0,47
0,wake lt gt morning,0,0,0,38
0,please tell special stock talking,0,0,0,73
0,lovely night xxx,0,0,0,31
0,kate jackson rec center ish right,0,0,0,43
0,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody loko night,0,0,0,156
1,new textbuddy chat horny guys ur area free receive search postcode gaytextbuddy com txt one name,0,1,0,131
1,free camera phones linerental month cross ntwk mins price txt bundle deals also avble call,0,0,1,132
0,lara said loan lt gt,0,0,0,38
0,ok anybody asks abt tel,0,0,0,47
0,ok lor sony ericsson salesman ask shuhui say quite gd use considering,0,0,0,96
0,ready lt gt,0,0,0,25
0,hurry home soup done,0,0,0,25
0,oh phone phoned disconnected,0,0,0,49
0,dad get back,0,0,0,22
0,plz tell ans bslvyl sent via fullonsms com,0,0,0,58
0,carlos taking sweet time usual let know patty done want smoke tell haul ass,0,0,0,127
0,want custom officer discount oh,0,0,0,40
0,alright good night,0,0,0,36
1,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt cs,0,0,1,160
0,guys never invite anywhere,0,0,0,34
1,nokia tone ur mob every week txt nok st tone free get txtin tell ur friends,0,0,0,114
0,called hoping malaria know miss guys miss bani big pls give love especially great day,0,0,0,177
0,hungry,0,0,0,24
0,time tell friend around,0,0,0,47
1,important information orange user xxxxxx today ur lucky day find log onto,1,0,0,118
0,piggy awake bet still sleeping going lunch,0,0,0,69
0,ard rest ard least price bedrm,0,0,0,89
0,aight close still around alex place,0,0,0,54
1,talk sexy make new friends fall love worlds discreet text dating service text vip see could meet,0,0,0,144
0,born god said oh another idiot born god said oh competition knew one day two become freinds forever,0,0,0,159
0,night sweet sleep well see exorcism emily rose may never sleep hugs snogs,0,0,0,117
0,noe ben going,0,0,0,25
0,theoretically yeah could able come,0,0,0,44
0,stayin trouble stranger saw dave day sorted still bloke gona get girl mr ur mum still thinks get getha,0,0,0,160
0,many people seems special first sight remain special till last sight,0,0,0,119
1,lost pound help,0,0,0,33
0,aight rush ask jay,0,0,0,27
0,naughty little thought better flirt flirt flirt rather loving someone gettin hurt hurt hurt gud nyt,0,0,0,128
0,call,0,0,0,20
0,perhaps much easy give account identification tomorrow uni,0,0,0,82
0,cthen thk shd enuff still got conclusion contents pg references da contents pg cover pg,0,0,0,116
0,eh ur laptop got stock lei say mon muz come take look got,0,0,0,88
0,call get chance plz lt,0,0,0,41
1,nationwide noticed debit card recently used apple online store gbp please urgently call fraud prevention int reply sms,1,0,1,252
1,registered optin subscriber ur draw gift voucher entered receipt correct ans whats bbc charts,0,0,0,141
0,wot wanna missy,0,0,0,26
0,keep seeing weird shit bein woah realising actually reasonable oh,0,0,0,101
0,fact cleaning shows know upset priority constantly want need,0,0,0,133
0,noice text,0,0,0,31
0,cant talk call dont keep calling,0,0,0,64
0,mmm yummy babe nice jolt suzy,0,0,0,43
0,entered cabin pa said happy day boss felt special askd lunch,0,0,0,97
0,yup giving problems mayb jus leave,0,0,0,68
0,hi spoke tanusha like know satisfied experience reply toll free yes,0,0,0,123
1,wamma get laid want real doggin locations sent direct mobile join uks largest dogging network txt dogs nyt ec lp msg,0,0,0,155
1,guaranteed cash prize claim yr prize call customer service representative pm cost,0,0,1,154
0,den wat schedule lk sun,0,0,0,36
0,mark taking forever pick prescription pain coming back,0,0,0,86
0,barred stores life twat orange dungerees came asked wanted decking got first punch,0,0,0,155
0,science tells chocolate melt sunlight please walk sunlight bcoz want loss sweet friend,0,0,0,138
0,valentine game send dis msg ur friends answers someone really loves ques colour suits best rply,0,0,0,156
0,love know feel make belly warm wish love shall meet dreams ahmad adoring kiss,0,0,0,157
0,get hep immunisation nigeria,0,0,0,45
0,avatar supposed subtoitles,0,0,0,37
0,lay man let know missed thought great day send bimbo ugo numbers ill appreciate safe,0,0,0,155
1,girls bba mba executive mba sc bio tech tech flexible timings govt recognized join bsaitm vikaspuri,0,0,1,152
0,indeed way either,0,0,0,51
0,promise take good care princess run please send pics get chance ttyl,0,0,0,110
1,know know send chat let find msg rcvd hg suite lands row hl ldn,0,0,0,140
0,finished work yet,0,0,0,30
0,surely result offer,0,0,0,26
0,want meet morro,0,0,0,26
0,around still asleep,0,0,0,43
0,would still cozy exhausted last night nobody went school work everything closed,0,0,0,110
1,please call immediately urgent message waiting,0,0,1,82
0,hi darlin kate doin somethin tonight im going pub called swan something parents one drink phone,0,0,0,152
0,though shd go fun bar town something sound ok,0,0,0,78
1,want xmas free text messages new video phone half price line rental call free find,0,0,0,155
0,sorry call later night,0,0,0,31
0,dont know getting messages,0,0,0,47
0,big chic common declare,0,0,0,35
0,mean left early check cos working,0,0,0,65
0,lol gonna last month cashed left lt gt case collecting week cause announced blog,0,0,0,154
0,holy living christ taking long,0,0,0,45
0,aiyo please got time meh,0,0,0,27
1,goldviking inviting friend reply yes see stop send stop frnd,0,0,0,138
1,currently message awaiting collection collect message call,0,0,1,100
0,ok thk got wan come wat,0,0,0,51
1,believe true incredible txts reply learn truly amazing things blow mind fwd txt,0,0,0,149
0,detroit home snow enjoy,0,0,0,36
0,diet ate many slices pizza yesterday ugh always diet,0,0,0,92
0,new theory argument wins situation loses person dont argue ur friends,0,0,0,92
0,tick tick tick babe,0,0,0,25
0,carlos took leave minute,0,0,0,49
0,awesome gonna soon later tonight,0,0,0,45
0,okey dokey bit sorting stuff,0,0,0,62
1,congrats year special cinema pass call suprman matrix starwars etc free,0,0,1,124
0,nice sheffield tom air opinions categories used measure ethnicity next census busy transcribing,0,0,0,127
0,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz,0,0,0,147
0,supposed make still town though,0,0,0,71
0,still getting goods,0,0,0,32
0,plz note anyone calling mobile co amp asks type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia motorola verified cnn ibn,0,0,0,263
1,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video,0,0,0,153
0,got smaller capacity one quite ex,0,0,0,37
0,getting threats sales executive shifad raised complaint official message,0,0,0,113
0,playng doors game gt racing phone lol,0,0,0,50
1,realize years thousands old ladies running around tattoos,0,0,0,102
0,know lab goggles went,0,0,0,37
0,make sure alex knows birthday fifteen minutes far concerned,0,0,0,87
0,know people still town,0,0,0,61
0,yes replied mail going management office later plus bank later also wednesday,0,0,0,117
0,eat shit wait ur monkey face bitch asshole,0,0,0,92
0,ok sweet dreams,0,0,0,21
0,call see facebook huh,0,0,0,45
0,storming msg wen lift phne say hello knw wt real meaning hello name girl yes knw dat girl margaret hello girlfrnd grahmbell invnted telphone,0,0,0,233
0,vote wherever heart guides,0,0,0,43
0,think thanks see tomo,0,0,0,46
0,sounds good fingers makes difficult type,0,0,0,53
1,xxxmobilemovieclub use credit click wap link next txt message click xxxmobilemovieclub com qjkgighjjgcbl,1,0,0,149
1,nterested keep nokia secure theft secure mobile security download free trial,1,0,0,154
0,cause freaky lol,0,0,0,24
0,know mean king havin credit goin bed night night sweet sleep,0,0,0,111
0,hiding stranger,0,0,0,29
0,wearing,0,0,0,17
1,valued customer pleased advise following recent draw mobile awarded rs bonus prize call,0,0,1,158
0,takin shower yeah leave done,0,0,0,52
0,oh really perform write paper go movie home midnight huh,0,0,0,78
0,ok stay night xavier sleeping bag getting tired,0,0,0,82
1,valued customer pleased advise following recent review mob awarded bonus prize call,0,0,1,152
1,free unlimited hardcore porn direct mobile txt porn get free access hrs chrgd per day txt stop exit msg free,0,0,0,152
0,got persons story anyhow,0,0,0,37
0,good afternoon love goes day woke early online waiting hmmm italian boy online see grins,0,0,0,159
0,yes care cause know,0,0,0,44
0,gr see message leaving congrats dear,0,0,0,64
1,latest nokia mobile ipod mp player proze guaranteed reply win norcorp ltd mtmsgrcvd,0,0,0,123
0,didnt holla,0,0,0,23
0,see thought,0,0,0,29
0,ugh apologize admit wrong ask take back,0,0,0,75
